id,Long,Lat,Lat and Long
44149,31.36783688,-1.06107072,aaaaaaaaaB
53917,31.12892305,-1.69420356,aaaaaBaBaa
22705,36.88065592,-3.31430939,aaaaaaBBBB
66465,32.05069828,-3.41259554,aaaaBaBBaB
15644,31.83376051,-1.11325712,aaaaaaaaaB
20773,35.82452906,-5.30269309,aaaBaaaBaa
33092,36.96288481,-7.59517464,aaaaaBaBaB
54392,37.47908238,-3.81858443,aaaBaaBBaa
37850,38.90647215,-6.74295268,aaaBaBBaaB
5576,35.77193117,-8.02782346,aaaBBaaaaB
60840,35.87050076,-4.13979616,aaaaBBaaaa
9971,31.24387308,-6.37911714,aaaaBBBBBB
57508,36.64437721,-6.81836802,aaaBaBBaBa
25872,32.99693009,-4.19322784,aaaaBBBaBa
43978,33.98504961,-8.9881064,aaaaBaaaaa
38181,33.91513217,-9.19113626,aaaaBaaaaa
24325,37.61832784,-6.13357212,aaaaBaBBBB
2724,31.53064308,-1.52024104,aaaaaaaaaB
34794,31.14227776,-6.61124387,aaaaBBBBBB
56525,32.76916953,-3.90293977,aaaaBBaaBB
63155,31.6075471,-1.76796453,aaaaaaaaaB
67247,37.57594115,-7.08503792,aaaBaBaBBB
23387,38.91481877,-8.78594686,aaaBaBaaaB
17873,32.30554915,-3.50805245,aaaaBaBBaB
18197,34.97643178,-8.82935561,aaaaBaBaaB
24834,30.03071578,-4.43392653,aaaaBaaBaB
4091,38.24442402,-4.4588915,aaaaaBBaaa
33261,33.81466822,-9.26881883,aaaaBaBaaa
44384,35.02234242,-4.18404892,aaaBaBaBaa
62096,32.94718642,-4.99483567,aaaaaaaBBa
64554,39.08342696,-7.0035038,aaaaBaBBaa
68314,35.56771838,-7.94158325,aaaBaBBaBB
53,36.67432678,-3.35742512,aaaBaaaaBB
23426,33.91187132,-9.34663784,aaaaBaBaaa
38259,31.63874388,-8.11393053,aaaBaaBBaB
16631,36.00884449,-10.73030401,aaaBaBaaBB
43162,34.85774806,-4.96565066,aaaaaBBBBB
44492,31.45209393,-1.45098903,aaaaaaaaaB
38884,33.66932264,-3.66413309,aaaaaBBaaB
13690,37.75333011,-6.91532531,aaaaBaBaBa
60335,37.47825262,-3.2671678,aaaaaBBBBa
31856,32.12395834,-4.21150952,aaaaaaBBBa
67891,38.35640398,-6.64287516,aaaaaaaBaB
25564,34.6675289,-10.44890839,aaaaBBBBBa
55293,34.23757868,-9.38027549,aaaBaBBBaa
31866,37.27313434,-3.28468532,aaaBaaaBaB
71178,32.88527532,-8.98348456,aaaaaBBBaa
60279,34.740896,-9.39969423,aaaaaaBaaa
28615,34.98990302,-10.94025521,aaaaBBBaaB
8744,34.21215284,-9.45018053,aaaBaBBBaa
48308,32.75733701,-3.94044709,aaaaBBaaBB
49626,33.86144433,-1.98006878,aaaBaaaaaB
38098,36.89963137,-3.11331959,aaaaaaBBBB
30309,34.07442773,-2.99369841,aaaaBaaBBB
8015,32.92057868,-2.47456022,aaaaaaBBaa
3496,37.21538421,-6.51840064,aaaBaaBBBB
56971,38.48246991,-4.6185188,aaaaaBBaaa
68616,0,-2.00E-08,aaaaBBaBBB
8646,35.7588964,-10.5153101,aaaaBBaBaB
74104,35.84163553,-6.77170227,aaaBaBBaBa
37501,39.24118301,-10.87948265,aaaaaaBBaB
33001,33.18150167,-4.20028394,aaaaBBBaBa
69202,37.58743816,-3.21965387,aaaBaBBaaa
68409,37.15330819,-3.33484802,aaaBaaaBaB
51847,36.15989877,-5.56955781,aaaBBaaaaa
55647,32.97098153,-3.73365859,aaaaBBBaBa
17923,33.09373422,-2.03466061,aaaBaBaBBa
71743,38.86003518,-6.7832854,aaaBaBBaaB
51539,0,-2.00E-08,aaaaBBaBBB
73819,35.75457603,-6.33126372,aaaaBaBaBB
66881,32.93155539,-9.26673527,aaaaaBBBaa
58768,29.88877545,-5.31079128,aaaaBaaBaB
2648,31.32170771,-2.66167239,aaaBaBBBBB
68933,34.84589302,-11.32726797,aaaaBBBaaB
12427,30.36036456,-4.86323549,aaaaBaaBaB
16633,32.72547129,-8.84626582,aaaaaBBBaa
24123,35.76559605,-8.08149573,aaaBBaaaaB
58551,35.94820405,-6.14209678,aaaaBaBaBB
17132,38.9532646,-6.81055717,aaaBaBBaaB
3027,30.86837823,-3.37881268,aaaaBBBBaa
2651,34.7093461,-5.19063734,aaaaaBBBBB
25998,39.66918663,-10.8580047,aaaaaaBBaB
63400,36.98730137,-3.25011669,aaaaaaBBBB
50028,36.0048759,-6.21749098,aaaaBaBaBB
67897,36.93159083,-3.57466784,aaaaaBBBaB
21425,33.24384162,-2.90287945,aaaaaBBaBB
71756,33.23557581,-3.85032443,aaaaBBBaBa
16862,37.03823817,-3.19868895,aaaaaaBBBB
15420,35.1018841,-9.19269342,aaaaBaaBBa
47784,31.81285612,-1.30123857,aaaaaaaaaB
712,38.36849286,-10.93384583,aaaaaaaaaa
54368,33.37815286,-2.79280896,aaaaaBBaBB
2866,33.54989043,-9.22397853,aaaaBaaaaa
51130,34.17113267,-3.83352987,aaaaBBaBBa
27993,35.28050862,-5.19786904,aaaaaBBBBB
21621,30.42759159,-4.27598594,aaaaBaaBaB
66038,38.97155755,-5.38462674,aaaBaBBBBa
42182,38.89095066,-6.51860869,aaaBaBBaaB
17694,39.98205894,-10.29469648,aaaaaBBaBa
57759,35.87501977,-8.2280007,aaaBBaaaaB
47978,35.38635891,-7.65095641,aaaBaBBaBB
52359,37.93798894,-4.57972323,aaaaBaaaaB
69656,35.59280104,-7.80582548,aaaBaBBaBB
24086,32.94044845,-8.99754687,aaaaaBBBaa
43579,32.92992658,-3.57434542,aaaaaBaaaB
43284,36.60724575,-3.30207819,aaaBaaaaBB
2877,36.68018106,-6.87616383,aaaBaBBaBa
21171,30.34717036,-4.8719301,aaaaBaaBaB
40982,38.27094157,-4.6615608,aaaaaBBaaa
48396,36.75927115,-3.38737971,aaaaaBBBaB
13323,33.64930569,-2.80046063,aaaaaBBaBB
28467,34.73747841,-8.92088215,aaaaBaBaaB
2768,35.09479154,-4.15189715,aaaBaBaBaa
73593,33.25424193,-8.0893355,aaaaaBaBBa
65164,36.33788056,-11.17829173,aaaBaBaaBB
69976,35.9770565,-10.55154627,aaaBaBaaBB
52145,38.98738247,-10.50802015,aaaaaaaaaa
49259,36.9805944,-3.2681787,aaaaaaBBBB
23542,35.53901671,-7.91925731,aaaBaBBaBB
69848,37.44412397,-5.82951489,aaaaBaBBBB
9305,35.09343854,-9.56048826,aaaaBaaBBa
14359,38.52077442,-4.7781112,aaaaaaaBBB
28925,31.64219084,-1.42713263,aaaaaaaaaB
21243,35.08228569,-10.7961727,aaaaBBBaaB
10616,38.64244068,-10.2773797,aaaaaaaBaa
73667,34.44750516,-4.4015942,aaaaBBaBBa
20566,33.88622687,-1.66592514,aaaBaaaaaB
63711,36.84895072,-3.14633698,aaaaaaBBBB
72840,37.74768029,-9.5396571,aaaaaaaBaa
31651,37.15765414,-6.25308769,aaaaaBaBBB
3782,34.8159747,-11.10710636,aaaaBBBaaB
6799,33.6796768,-1.69114438,aaaBaaaaaB
21402,37.65901094,-3.71814886,aaaBaaBBaa
35390,37.47692924,-3.34092018,aaaaaBBBBa
12636,32.42445785,-3.53829537,aaaaBBaaBB
36887,38.00682598,-4.26044985,aaaaBaaaaB
20086,38.90354217,-6.83863068,aaaBaBBaaB
5634,32.79870255,-4.20735891,aaaaaaBBBa
48029,34.33720524,-3.15236862,aaaaBaaBBB
29927,32.38385518,-3.83717122,aaaaBBaaBB
2930,35.38271411,-10.71445129,aaaaBBaBaB
41800,38.06751577,-4.65458656,aaaaaBBaaa
68349,30.20681538,-4.77966637,aaaaBaaBaB
61678,32.09890255,-4.93811546,aaaaaBaaBa
30270,34.39176923,-9.28989206,aaaaaaBaaa
4678,37.34831677,-3.35258803,aaaaaBBBBa
9392,36.42441051,-5.64326973,aaaBBaaaaa
20735,34.99698039,-8.94881081,aaaaBaBaaB
49300,34.02144841,-1.6122602,aaaBaaaaaB
70339,33.40591772,-2.6087623,aaaaaBBaBB
25572,36.6391006,-3.26222341,aaaBaaaaBB
61445,34.09730676,-3.72779425,aaaaaBBaaB
32190,37.29373148,-5.70419117,aaaaBaBBBB
39189,34.76182139,-8.85394964,aaaaBaBaaB
14853,33.16012589,-8.41198798,aaaaaBaBBa
52207,38.9342633,-7.71775824,aaaaBBBaBB
48035,34.74381046,-4.9013165,aaaaaBBBBB
73122,35.83735311,-3.2453781,aaaBBaaaBB
16352,33.33253763,-3.10681969,aaaBaaBBBa
42721,36.13590557,-8.93935015,aaaBaaBaBB
15116,39.52595584,-10.03463494,aaaaBaaaBa
7837,38.21076217,-4.556957,aaaaaBBaaa
56907,34.65847118,-4.60894564,aaaBaBaBaa
46382,38.82652126,-5.10215138,aaaBaBBBBa
64521,31.52400815,-2.64014842,aaaBaBBBBB
67362,0,-2.00E-08,aaaaBBaBBB
61861,31.71033001,-8.02897733,aaaBaaBBaB
72139,36.63553562,-5.6749452,aaaBBaaaaa
3398,0,-2.00E-08,aaaaBBaBBB
62911,33.59207501,-9.16411665,aaaaBaaaaa
48152,37.60762508,-3.81343889,aaaBaaBBaa
48001,35.86628741,-8.22694393,aaaBBaaaaB
64118,37.35961168,-2.87103123,aaaBaaaBaB
65793,34.51639956,-9.30555986,aaaaaaBaaa
61557,35.21904144,-8.54384912,aaaaBBBBaB
32352,0,-2.00E-08,aaaaBBaBBB
1830,38.79259635,-6.61217491,aaaBaBBaaB
50553,33.73073582,-3.59734756,aaaaaBBaaB
51961,33.54958035,-3.58337194,aaaaaBBaaB
38481,34.35349791,-8.69011635,aaaaaaBaBB
48371,34.48200672,-9.82291149,aaaBaaBaaB
56540,34.02038314,-8.85431536,aaaaaaBaBB
18142,31.94442994,-3.29462976,aaaaBaBBaB
72934,33.48332446,-4.2991058,aaaaBBBaBa
39300,36.00598277,-5.10433961,aaaBaaaBaa
40115,38.43058389,-11.34631248,aaaaaaaaaa
3793,31.28052235,-7.36237327,aaaaaaBaBa
59318,31.59052416,-1.84141004,aaaaaaaaaB
68070,38.33425198,-5.06309118,aaaaaaaBBB
67527,35.86452198,-6.44461707,aaaaBaBaBB
34898,32.88796933,-9.30004547,aaaaaBBBaa
26592,36.27570732,-6.74464483,aaaBaBBaBa
67682,36.61432969,-3.22875935,aaaBaaaaBB
52394,36.64363634,-3.23903142,aaaBaaaaBB
32218,35.02557402,-4.19355046,aaaBaBaBaa
69045,33.37040039,-3.04993128,aaaBaaBBBa
12808,38.24230099,-6.07582793,aaaBaBaaBa
49250,35.8916617,-5.24612455,aaaBaaaBaa
64126,34.62690973,-8.85412873,aaaaBaBaaB
64903,36.29494141,-3.3995849,aaaBaaaaBB
35165,36.35135832,-11.19109346,aaaBaBaaBB
9543,33.71522992,-8.91237603,aaaaBaaaaa
64635,36.69919316,-8.12610972,aaaaaaaaBB
47929,34.73611374,-9.08179847,aaaaBaBaaB
28329,39.82253872,-7.80725034,aaaaaaBaaB
67954,37.64366629,-3.78707424,aaaBaaBBaa
16575,38.98767344,-10.24341156,aaaaBaaaBa
16612,31.361951,-8.24561266,aaaBaaBBaB
27003,35.39514057,-4.33586592,aaaaBBaaaa
73324,36.1306906,-10.46491607,aaaBaBaaBB
7043,32.74815536,-5.61577244,aaaaaBaaBa
22174,37.54370759,-3.50068748,aaaaaBBBBa
19450,36.89378331,-7.81882698,aaaaaBaBaB
35825,36.74051982,-7.33636009,aaaaaBaBaB
9854,35.86705548,-5.17647305,aaaBaaaBaa
23254,36.95809117,-11.30830648,aaaBaaaaBa
72170,33.81978224,-4.18438573,aaaaBBaBBa
61999,39.45899789,-10.68986178,aaaaaaBBaB
70354,36.10392509,-5.4796794,aaaBBaaaaa
6877,32.44062347,-3.52218016,aaaaBBaaBB
47323,34.72724439,-8.86069126,aaaaBaBaaB
48624,36.01682529,-10.74639136,aaaBaBaaBB
6148,30.4960233,-3.61906312,aaaaBBBBaa
59698,38.62055146,-10.95529328,aaaaaaaaaa
67268,32.85008291,-3.30136238,aaaaaBaaaB
59174,32.5187714,-3.9989305,aaaaBBaaBB
68916,37.03627966,-7.79884618,aaaaaBaBaB
28358,35.39139419,-3.50966817,aaaBBaaaBB
57453,35.73163673,-3.31126435,aaaBBaaaBB
71952,39.21461786,-8.28530325,aaaBaBaaaB
1761,33.52374687,-3.4385947,aaaaaBBaaB
15234,32.06441228,-3.34915799,aaaaBaBBaB
60021,34.52119973,-9.79731413,aaaBaaBaaB
22567,39.16378702,-6.8545419,aaaaBaBBaa
17695,33.87747295,-9.41129668,aaaaBaBaaa
19872,34.22230639,-2.99449627,aaaaBaaBBB
22828,38.23938126,-7.77586968,aaaBaaBaBa
34896,30.22615406,-4.19337016,aaaaBaaBaB
35570,33.51120801,-2.78278859,aaaaaBBaBB
41325,34.03690181,-1.16513731,aaaaBBaBaa
8831,36.80476363,-3.45212444,aaaaaBBBaB
5345,38.67036908,-4.87840172,aaaaaaaBBB
19379,37.03430682,-3.36673886,aaaaaaBBBB
5514,34.60540813,-9.29060887,aaaaaaBaaa
61654,31.58352781,-1.88104149,aaaaaaaaaB
40482,34.19893772,-3.46146836,aaaaBaaBBB
43123,33.4338201,-2.90820837,aaaaaBBaBB
40492,33.82772922,-9.41251008,aaaaBaBaaa
68733,33.19022516,-4.21466423,aaaaBBBaBa
3952,35.86632357,-3.3522812,aaaBBaaaBB
70288,36.14512687,-5.22021295,aaaBaaaBaa
30085,38.47383457,-4.8570174,aaaaaaaBBB
65837,32.92164844,-8.60823208,aaaaaBaBBa
34752,32.60812552,-3.86928325,aaaaBBaaBB
2465,36.73583456,-3.48008807,aaaaaBBBaB
11466,35.8403163,-8.82895766,aaaBaaBaBB
22313,32.99387218,-2.490689,aaaaaaBBaa
30179,35.9262288,-10.560363,aaaBaBaaBB
23505,30.59681141,-2.6744562,aaaBaaBaaa
48424,38.36516644,-5.68080534,aaaBaBaaBa
11150,33.2021167,-3.86319071,aaaaBBBaBa
70368,34.77257549,-4.73622837,aaaaaBBBBB
26935,38.91827923,-10.26383034,aaaaBaaaBa
5919,36.65804855,-6.70918927,aaaBaBBaBa
2134,35.52087846,-4.23154706,aaaaBBaaaa
16652,37.03945739,-3.19517549,aaaaaaBBBB
59302,33.46569891,-4.70446026,aaaaaaaBBa
24210,37.48793154,-3.28193519,aaaaaBBBBa
6211,36.72113386,-3.46679579,aaaaaBBBaB
19743,33.20152001,-3.72025776,aaaaBBBaBa
10760,33.49881365,-2.94263614,aaaBaaBBBa
48104,36.99136393,-7.86094699,aaaaaBaBaB
50171,30.403616,-5.67962638,aaaaBBBBBB
63137,38.82275376,-4.84454985,aaaBaBBBBa
38301,30.75223253,-3.36452832,aaaaBBBBaa
10948,32.87597047,-4.2063841,aaaaBBBaBa
33232,34.7109555,-1.76823106,aaaBaBaaaa
61415,32.91322003,-2.05342264,aaaBaBaBBa
69131,38.58087123,-10.62851574,aaaaaaaaaa
73555,0,-2.00E-08,aaaaBBaBBB
46610,37.58530386,-3.75021614,aaaBaaBBaa
20922,34.69597966,-5.03699814,aaaaaBBBBB
55743,33.56034041,-9.09092201,aaaaBaaaaa
19341,38.84321908,-6.58312227,aaaBaBBaaB
9588,32.79421888,-9.12042103,aaaaaBBBaa
3293,33.86579295,-3.33848751,aaaaaBBaaB
55490,37.59088914,-3.18718104,aaaBaBBaaa
67678,37.34740551,-3.3502403,aaaaaBBBBa
36119,39.18876281,-7.65888299,aaaaBBBaBB
62775,36.73193672,-3.37781768,aaaBaaaaBB
68162,30.47489443,-3.70811334,aaaaBBBBaa
66128,37.90618638,-9.94683886,aaaaaaaBaa
12036,38.35101087,-6.64400617,aaaaaaaBaB
15739,34.10495503,-3.4205866,aaaaBaaBBB
57048,36.04083816,-10.5245354,aaaBaBaaBB
15825,30.78835329,-2.38068605,aaaBaaBaaa
45590,34.70462742,-8.32259921,aaaaBBBBaB
18055,37.795571,-7.04760938,aaaBaaaBBa
34073,33.44722642,-3.68392348,aaaaaBBaaB
14860,32.42815945,-3.33075622,aaaaBaBBaB
53713,36.77067078,-3.37698136,aaaaaBBBaB
69327,34.60032502,-4.77989368,aaaaaBBBBB
60169,36.67916558,-8.31564157,aaaaaaaaBB
26798,30.06031119,-4.69393049,aaaaBaaBaB
37122,37.08407,-6.00506008,aaaaaBaBBB
45156,34.50436344,-9.89212831,aaaBaaBaaB
22874,38.5750937,-6.7975229,aaaaaaaBaB
58774,34.82583361,-8.18880341,aaaaBBBBaB
40092,33.33973963,-2.97035714,aaaaaBBaBB
17487,34.35667818,-9.6105171,aaaBaaBaaB
35886,35.37578751,-8.75835126,aaaaBBBBaB
49892,30.63213158,-3.82739331,aaaaBBBBaa
66338,37.42290341,-6.9161357,aaaBaBaBBB
35481,33.34808888,-9.19881262,aaaaBaaaaa
4135,35.35265658,-5.17881846,aaaBaaaBaa
54191,30.57090108,-2.62987473,aaaBaaBaaa
31349,36.67222636,-3.62965193,aaaaaBBBaB
72271,31.7498392,-8.5344248,aaaBaaBBaB
48863,34.23099717,-4.21836909,aaaaBBaBBa
13758,30.96467793,-1.66590979,aaaaaBaBaa
33443,33.02026237,-2.39164691,aaaaaaBBaa
12003,31.9160792,-5.25143201,aaaaaBaaBa
10845,35.14670638,-8.18306336,aaaaBBaaaB
47,31.98521626,-8.7966666,aaaBaaBBaB
70492,34.68086633,-9.2406243,aaaaaaBaaa
11346,38.51188187,-5.51807432,aaaBaBaaBa
20126,33.56061221,-9.2145227,aaaaBaaaaa
51000,30.50896232,-2.52455324,aaaBaaBaaa
64505,36.54610185,-4.25642189,aaaaBBaaBa
58329,37.06873712,-6.85937357,aaaBaaBBBB
6311,33.35264444,-2.578048,aaaaaBBaBB
22286,36.87551656,-7.88181542,aaaaaBaBaB
35013,0,-2.00E-08,aaaaBBaBBB
6274,32.63319622,-5.05439613,aaaaaBaaBa
30904,0,-2.00E-08,aaaaBBaBBB
46606,34.61387763,-1.73712329,aaaBaBaaaa
18461,35.34507312,-10.85916147,aaaaBBaBaB
15256,37.66043891,-3.21752559,aaaBaBBaaa
625,34.64076139,-1.78844917,aaaBaBaaaa
42122,36.67894526,-8.30628575,aaaaaaaaBB
18277,34.25080081,-4.37250045,aaaaBBaBBa
68501,34.0684007,-3.30773241,aaaaBaaBBB
8816,0,-2.00E-08,aaaaBBaBBB
62879,34.76871642,-5.1327538,aaaaaBBBBB
18554,35.83908979,-4.15465863,aaaaBBaaaa
27712,35.70756387,-10.78676407,aaaaBBaBaB
46935,35.00856892,-10.95605062,aaaaBBBaaB
57804,40.11209762,-10.28226352,aaaaaBBaBa
57711,38.26376826,-4.6680653,aaaaaBBaaa
5516,33.42517101,-3.79193585,aaaaBBBaBa
8305,34.64408454,-9.35761371,aaaaaaBaaa
57410,40.32131492,-10.4564688,aaaaaBBaBa
51412,33.95582047,-9.5001778,aaaaBaBaaa
25863,0,-2.00E-08,aaaaBBaBBB
35994,31.23656847,-7.85595471,aaaaaaBaBa
55279,32.98242637,-3.5704957,aaaaaBaaaB
74102,32.64295346,-3.8584254,aaaaBBaaBB
38277,36.60009328,-6.97856157,aaaBaBBaBa
1998,31.74270096,-1.47231362,aaaaaaaaaB
52056,39.10100761,-10.7892176,aaaaaaaaaa
63679,37.04160822,-3.22502964,aaaaaaBBBB
71762,33.51148899,-4.63448062,aaaaaaaBBa
71432,35.92758462,-6.47854966,aaaaBaBaBB
45592,38.83066229,-6.53995349,aaaBaBBaaB
13663,0,-2.00E-08,aaaaBBaBBB
62227,31.85258165,-8.17876971,aaaBaaBBaB
3730,36.22362832,-11.28689995,aaaBaBaaBB
2451,33.55666651,-2.78210149,aaaaaBBaBB
46418,33.52220851,-3.40795562,aaaaaBBaaB
45996,34.32131632,-4.12409426,aaaaBBaBBa
60911,33.06134414,-2.52582168,aaaaaaBBaa
46089,37.16180905,-3.21266668,aaaBaaaBaB
65579,34.61932338,-1.7468754,aaaBaBaaaa
40407,38.68868865,-9.16322231,aaaBaBaaaB
66663,37.01706351,-6.03899895,aaaaaBaBBB
26597,34.96590335,-10.21703167,aaaaBBBBBa
50540,36.01839632,-7.28765311,aaaaBBBaaa
58133,36.73921669,-3.32422104,aaaBaaaaBB
1493,32.80754298,-4.37193479,aaaaaaBBBa
31503,31.60477312,-7.96263199,aaaBaaBBaB
17910,33.90055014,-9.29311097,aaaaBaBaaa
19466,34.3700274,-9.57712303,aaaBaaBaaB
38120,32.64487307,-3.77410639,aaaaBBaaBB
66553,37.6026059,-3.31909706,aaaBaBBaaa
31696,35.03531882,-4.16567532,aaaBaBaBaa
51318,33.90823812,-9.40472259,aaaaBaBaaa
33584,35.97490664,-5.94254108,aaaaBaBaBB
48678,30.58863531,-2.71923816,aaaBaaBaaa
36112,37.08661522,-5.7370266,aaaaaBaBBB
6294,36.80401372,-3.3167372,aaaaaaBBBB
40612,31.42577274,-7.63461171,aaaaaaBaBa
62793,34.59641723,-9.07327479,aaaaaaBaaa
58090,39.09674464,-6.9799109,aaaaBaBBaa
2532,37.20754504,-5.57232672,aaaaBaBBBB
38865,33.7107406,-9.21057375,aaaaBaaaaa
35462,33.57208558,-3.0464021,aaaBaaBBBa
51709,36.71705888,-3.35589356,aaaBaaaaBB
40624,33.84850587,-9.55216621,aaaaBaBaaa
41745,37.95349481,-4.41592459,aaaaBaaaaB
42315,38.90284169,-6.44951651,aaaBaBBaaB
38952,0,-2.00E-08,aaaaBBaBBB
45540,39.01443813,-8.23812877,aaaaBBBaBB
73833,38.61877338,-5.10721854,aaaaaaaBBB
27771,31.04822137,-6.33833899,aaaaBBBBBB
9336,37.84826964,-9.61433822,aaaaaaaBaa
12545,34.82033488,-9.03510167,aaaaBaBaaB
54811,36.79230543,-3.34979167,aaaaaBBBaB
48326,38.39710186,-4.9251607,aaaaaaaBBB
31787,33.09517998,-1.99763088,aaaBaBaBBa
61745,32.35879044,-4.00646,aaaaBBaaBB
42091,36.79706266,-6.1354472,aaaaaBaBBB
43727,31.22012544,-3.07220285,aaaBaBBBBB
46917,32.63545921,-3.80567865,aaaaBBaaBB
26718,37.29019113,-6.42529681,aaaaBaBBBB
3138,33.88398143,-3.185606,aaaaBaaBBB
72932,35.89507318,-10.21073277,aaaaBBaBaB
25707,38.96299211,-10.47649288,aaaaaaaaaa
68580,39.04307434,-10.7816037,aaaaaaaaaa
25064,36.41415828,-6.13430046,aaaBBaaaaa
7624,31.04406217,-5.13764923,aaaaBBBBBB
3830,33.95376734,-9.4873863,aaaaBaBaaa
13458,36.57408461,-6.69767367,aaaBaBBaBa
57377,0,-2.00E-08,aaaaBBaBBB
37294,32.52128071,-2.37903929,aaaBaBaBaB
39561,38.86607565,-6.82280766,aaaBaBBaaB
23237,34.60345018,-1.61918532,aaaBaBaaaa
72484,35.53298353,-4.40597145,aaaaBBaaaa
56490,33.20285456,-3.04240406,aaaaaBaaaB
13706,34.93718983,-5.99977036,aaaaBaaBaa
43035,30.15273217,-4.54077625,aaaaBaaBaB
14084,32.80299931,-8.87835339,aaaaaBBBaa
55875,34.55182205,-1.35661922,aaaaBBaBaa
17299,40.12614156,-10.43465942,aaaaaBBaBa
1793,38.32634808,-4.7514248,aaaaaBBaaa
70943,0,-2.00E-08,aaaaBBaBBB
65720,38.89788633,-6.44237257,aaaBaBBaaB
49165,34.55491319,-9.14946908,aaaaaaBaaa
18879,30.93459662,-1.25277144,aaaaaBaBaa
